timestamp,customer_no,location,weekday,time,hour
2019-09-02 07:12:00,Monday_20,drinks,Monday,07:12:00,7
2019-09-02 07:13:00,Monday_7,checkout,Monday,07:13:00,7
2019-09-02 07:13:00,Monday_9,checkout,Monday,07:13:00,7
2019-09-02 07:13:00,Monday_13,spices,Monday,07:13:00,7
2019-09-02 07:13:00,Monday_19,drinks,Monday,07:13:00,7
2019-09-02 07:13:00,Monday_21,drinks,Monday,07:13:00,7
2019-09-02 07:13:00,Monday_22,fruit,Monday,07:13:00,7
2019-09-02 07:14:00,Monday_13,dairy,Monday,07:14:00,7
2019-09-02 07:14:00,Monday_18,dairy,Monday,07:14:00,7
2019-09-02 07:14:00,Monday_20,checkout,Monday,07:14:00,7
2019-09-02 07:14:00,Monday_23,fruit,Monday,07:14:00,7
2019-09-02 07:14:00,Monday_24,drinks,Monday,07:14:00,7
2019-09-02 07:15:00,Monday_13,fruit,Monday,07:15:00,7
2019-09-02 07:15:00,Monday_21,spices,Monday,07:15:00,7
2019-09-02 07:15:00,Monday_22,dairy,Monday,07:15:00,7
2019-09-02 07:15:00,Monday_23,checkout,Monday,07:15:00,7
2019-09-02 07:16:00,Monday_13,checkout,Monday,07:16:00,7
2019-09-02 07:16:00,Monday_21,checkout,Monday,07:16:00,7
2019-09-02 07:16:00,Monday_25,spices,Monday,07:16:00,7
2019-09-02 07:16:00,Monday_26,fruit,Monday,07:16:00,7
2019-09-02 07:16:00,Monday_27,spices,Monday,07:16:00,7
2019-09-02 07:16:00,Monday_28,drinks,Monday,07:16:00,7
2019-09-02 07:16:00,Monday_29,drinks,Monday,07:16:00,7
2019-09-02 07:17:00,Monday_6,spices,Monday,07:17:00,7
2019-09-02 07:17:00,Monday_18,checkout,Monday,07:17:00,7
2019-09-02 07:17:00,Monday_22,checkout,Monday,07:17:00,7
2019-09-02 07:17:00,Monday_25,dairy,Monday,07:17:00,7
2019-09-02 07:17:00,Monday_30,spices,Monday,07:17:00,7
2019-09-02 07:17:00,Monday_31,spices,Monday,07:17:00,7
2019-09-02 07:17:00,Monday_32,drinks,Monday,07:17:00,7
2019-09-02 07:17:00,Monday_33,fruit,Monday,07:17:00,7
2019-09-02 07:17:00,Monday_34,spices,Monday,07:17:00,7
2019-09-02 07:18:00,Monday_6,drinks,Monday,07:18:00,7
2019-09-02 07:18:00,Monday_25,spices,Monday,07:18:00,7
2019-09-02 07:18:00,Monday_29,checkout,Monday,07:18:00,7
2019-09-02 07:18:00,Monday_30,drinks,Monday,07:18:00,7
2019-09-02 07:18:00,Monday_31,checkout,Monday,07:18:00,7
2019-09-02 07:18:00,Monday_34,drinks,Monday,07:18:00,7
2019-09-02 07:18:00,Monday_35,dairy,Monday,07:18:00,7
2019-09-02 07:19:00,Monday_25,drinks,Monday,07:19:00,7
2019-09-02 07:19:00,Monday_27,dairy,Monday,07:19:00,7
2019-09-02 07:19:00,Monday_28,checkout,Monday,07:19:00,7
2019-09-02 07:19:00,Monday_30,fruit,Monday,07:19:00,7
2019-09-02 07:19:00,Monday_35,drinks,Monday,07:19:00,7
2019-09-02 07:20:00,Monday_19,checkout,Monday,07:20:00,7
2019-09-02 07:20:00,Monday_24,checkout,Monday,07:20:00,7
2019-09-02 07:20:00,Monday_26,dairy,Monday,07:20:00,7
2019-09-02 07:20:00,Monday_30,dairy,Monday,07:20:00,7
2019-09-02 07:20:00,Monday_32,checkout,Monday,07:20:00,7
2019-09-02 07:20:00,Monday_33,dairy,Monday,07:20:00,7
2019-09-02 07:20:00,Monday_36,dairy,Monday,07:20:00,7
2019-09-02 07:21:00,Monday_30,fruit,Monday,07:21:00,7
2019-09-02 07:21:00,Monday_36,checkout,Monday,07:21:00,7
2019-09-02 07:22:00,Monday_17,checkout,Monday,07:22:00,7
2019-09-02 07:22:00,Monday_25,checkout,Monday,07:22:00,7
2019-09-02 07:22:00,Monday_33,spices,Monday,07:22:00,7
2019-09-02 07:22:00,Monday_35,checkout,Monday,07:22:00,7
2019-09-02 07:22:00,Monday_37,fruit,Monday,07:22:00,7
2019-09-02 07:22:00,Monday_38,fruit,Monday,07:22:00,7
2019-09-02 07:23:00,Monday_30,checkout,Monday,07:23:00,7
2019-09-02 07:23:00,Monday_33,dairy,Monday,07:23:00,7
2019-09-02 07:24:00,Monday_26,checkout,Monday,07:24:00,7
2019-09-02 07:24:00,Monday_33,drinks,Monday,07:24:00,7
2019-09-02 07:25:00,Monday_6,spices,Monday,07:25:00,7
2019-09-02 07:25:00,Monday_34,spices,Monday,07:25:00,7
2019-09-02 07:26:00,Monday_6,dairy,Monday,07:26:00,7
2019-09-02 07:26:00,Monday_33,spices,Monday,07:26:00,7
2019-09-02 07:26:00,Monday_34,fruit,Monday,07:26:00,7
2019-09-02 07:26:00,Monday_37,checkout,Monday,07:26:00,7
2019-09-02 07:26:00,Monday_38,dairy,Monday,07:26:00,7
2019-09-02 07:26:00,Monday_39,dairy,Monday,07:26:00,7
2019-09-02 07:26:00,Monday_40,dairy,Monday,07:26:00,7
2019-09-02 07:26:00,Monday_41,drinks,Monday,07:26:00,7
2019-09-02 07:26:00,Monday_42,dairy,Monday,07:26:00,7
2019-09-02 07:26:00,Monday_43,fruit,Monday,07:26:00,7
2019-09-02 07:26:00,Monday_44,fruit,Monday,07:26:00,7
2019-09-02 07:26:00,Monday_45,spices,Monday,07:26:00,7
2019-09-02 07:26:00,Monday_46,fruit,Monday,07:26:00,7
2019-09-02 07:27:00,Monday_6,spices,Monday,07:27:00,7
2019-09-02 07:27:00,Monday_33,drinks,Monday,07:27:00,7
2019-09-02 07:27:00,Monday_34,checkout,Monday,07:27:00,7
2019-09-02 07:27:00,Monday_39,checkout,Monday,07:27:00,7
2019-09-02 07:27:00,Monday_41,dairy,Monday,07:27:00,7
2019-09-02 07:27:00,Monday_44,checkout,Monday,07:27:00,7
2019-09-02 07:27:00,Monday_45,dairy,Monday,07:27:00,7
2019-09-02 07:27:00,Monday_46,checkout,Monday,07:27:00,7
2019-09-02 07:27:00,Monday_47,drinks,Monday,07:27:00,7
2019-09-02 07:27:00,Monday_48,drinks,Monday,07:27:00,7
2019-09-02 07:27:00,Monday_49,spices,Monday,07:27:00,7
2019-09-02 07:28:00,Monday_41,spices,Monday,07:28:00,7
2019-09-02 07:28:00,Monday_43,dairy,Monday,07:28:00,7
2019-09-02 07:28:00,Monday_47,fruit,Monday,07:28:00,7
2019-09-02 07:28:00,Monday_48,checkout,Monday,07:28:00,7
2019-09-02 07:28:00,Monday_49,checkout,Monday,07:28:00,7
2019-09-02 07:28:00,Monday_50,fruit,Monday,07:28:00,7
2019-09-02 07:28:00,Monday_51,fruit,Monday,07:28:00,7
2019-09-02 07:29:00,Monday_6,checkout,Monday,07:29:00,7
2019-09-02 07:29:00,Monday_38,checkout,Monday,07:29:00,7
2019-09-02 07:29:00,Monday_40,spices,Monday,07:29:00,7
2019-09-02 07:29:00,Monday_50,drinks,Monday,07:29:00,7
2019-09-02 07:29:00,Monday_52,drinks,Monday,07:29:00,7
2019-09-02 07:29:00,Monday_53,fruit,Monday,07:29:00,7
2019-09-02 07:30:00,Monday_40,checkout,Monday,07:30:00,7
2019-09-02 07:30:00,Monday_41,drinks,Monday,07:30:00,7
2019-09-02 07:30:00,Monday_42,spices,Monday,07:30:00,7
2019-09-02 07:30:00,Monday_45,fruit,Monday,07:30:00,7
2019-09-02 07:30:00,Monday_54,spices,Monday,07:30:00,7
2019-09-02 07:30:00,Monday_55,spices,Monday,07:30:00,7
2019-09-02 07:30:00,Monday_56,fruit,Monday,07:30:00,7
2019-09-02 07:30:00,Monday_57,fruit,Monday,07:30:00,7
2019-09-02 07:30:00,Monday_58,drinks,Monday,07:30:00,7
2019-09-02 07:30:00,Monday_59,dairy,Monday,07:30:00,7
2019-09-02 07:31:00,Monday_45,drinks,Monday,07:31:00,7
2019-09-02 07:31:00,Monday_50,spices,Monday,07:31:00,7
2019-09-02 07:31:00,Monday_51,dairy,Monday,07:31:00,7
2019-09-02 07:31:00,Monday_52,spices,Monday,07:31:00,7
2019-09-02 07:31:00,Monday_54,dairy,Monday,07:31:00,7
2019-09-02 07:31:00,Monday_57,checkout,Monday,07:31:00,7
2019-09-02 07:32:00,Monday_42,fruit,Monday,07:32:00,7
2019-09-02 07:32:00,Monday_47,dairy,Monday,07:32:00,7
2019-09-02 07:32:00,Monday_50,checkout,Monday,07:32:00,7
2019-09-02 07:32:00,Monday_53,checkout,Monday,07:32:00,7
2019-09-02 07:32:00,Monday_55,dairy,Monday,07:32:00,7
2019-09-02 07:32:00,Monday_58,checkout,Monday,07:32:00,7
2019-09-02 07:33:00,Monday_27,checkout,Monday,07:33:00,7
2019-09-02 07:33:00,Monday_33,checkout,Monday,07:33:00,7
2019-09-02 07:33:00,Monday_41,checkout,Monday,07:33:00,7
2019-09-02 07:33:00,Monday_42,dairy,Monday,07:33:00,7
2019-09-02 07:33:00,Monday_51,checkout,Monday,07:33:00,7
2019-09-02 07:33:00,Monday_52,fruit,Monday,07:33:00,7
2019-09-02 07:33:00,Monday_56,dairy,Monday,07:33:00,7
2019-09-02 07:33:00,Monday_60,fruit,Monday,07:33:00,7
2019-09-02 07:33:00,Monday_61,spices,Monday,07:33:00,7
2019-09-02 07:33:00,Monday_62,spices,Monday,07:33:00,7
2019-09-02 07:34:00,Monday_45,fruit,Monday,07:34:00,7
2019-09-02 07:34:00,Monday_56,spices,Monday,07:34:00,7
2019-09-02 07:34:00,Monday_61,drinks,Monday,07:34:00,7
2019-09-02 07:35:00,Monday_55,checkout,Monday,07:35:00,7
2019-09-02 07:35:00,Monday_56,drinks,Monday,07:35:00,7
2019-09-02 07:35:00,Monday_59,drinks,Monday,07:35:00,7
2019-09-02 07:35:00,Monday_60,drinks,Monday,07:35:00,7
2019-09-02 07:35:00,Monday_62,drinks,Monday,07:35:00,7
2019-09-02 07:36:00,Monday_45,dairy,Monday,07:36:00,7
2019-09-02 07:36:00,Monday_47,checkout,Monday,07:36:00,7
2019-09-02 07:36:00,Monday_52,drinks,Monday,07:36:00,7
2019-09-02 07:36:00,Monday_60,checkout,Monday,07:36:00,7
2019-09-02 07:37:00,Monday_52,fruit,Monday,07:37:00,7
2019-09-02 07:37:00,Monday_54,checkout,Monday,07:37:00,7
2019-09-02 07:38:00,Monday_59,fruit,Monday,07:38:00,7
2019-09-02 07:38:00,Monday_62,checkout,Monday,07:38:00,7
2019-09-02 07:39:00,Monday_43,fruit,Monday,07:39:00,7
2019-09-02 07:39:00,Monday_52,checkout,Monday,07:39:00,7
2019-09-02 07:39:00,Monday_59,checkout,Monday,07:39:00,7
2019-09-02 07:39:00,Monday_63,spices,Monday,07:39:00,7
2019-09-02 07:40:00,Monday_56,checkout,Monday,07:40:00,7
2019-09-02 07:40:00,Monday_63,drinks,Monday,07:40:00,7
2019-09-02 07:40:00,Monday_64,drinks,Monday,07:40:00,7
2019-09-02 07:40:00,Monday_65,drinks,Monday,07:40:00,7
2019-09-02 07:40:00,Monday_66,spices,Monday,07:40:00,7
2019-09-02 07:41:00,Monday_43,dairy,Monday,07:41:00,7
2019-09-02 07:41:00,Monday_61,checkout,Monday,07:41:00,7
2019-09-02 07:41:00,Monday_63,fruit,Monday,07:41:00,7
2019-09-02 07:42:00,Monday_64,fruit,Monday,07:42:00,7
2019-09-02 07:42:00,Monday_67,dairy,Monday,07:42:00,7
2019-09-02 07:42:00,Monday_68,spices,Monday,07:42:00,7
2019-09-02 07:42:00,Monday_69,fruit,Monday,07:42:00,7
2019-09-02 07:42:00,Monday_70,spices,Monday,07:42:00,7
2019-09-02 07:43:00,Monday_43,checkout,Monday,07:43:00,7
2019-09-02 07:43:00,Monday_63,dairy,Monday,07:43:00,7
2019-09-02 07:43:00,Monday_64,drinks,Monday,07:43:00,7
2019-09-02 07:43:00,Monday_66,drinks,Monday,07:43:00,7
2019-09-02 07:43:00,Monday_69,checkout,Monday,07:43:00,7
2019-09-02 07:43:00,Monday_71,dairy,Monday,07:43:00,7
2019-09-02 07:43:00,Monday_72,spices,Monday,07:43:00,7
2019-09-02 07:43:00,Monday_73,dairy,Monday,07:43:00,7
2019-09-02 07:43:00,Monday_74,spices,Monday,07:43:00,7
2019-09-02 07:43:00,Monday_75,spices,Monday,07:43:00,7
2019-09-02 07:44:00,Monday_42,checkout,Monday,07:44:00,7
2019-09-02 07:44:00,Monday_63,fruit,Monday,07:44:00,7
2019-09-02 07:44:00,Monday_67,spices,Monday,07:44:00,7
2019-09-02 07:44:00,Monday_70,drinks,Monday,07:44:00,7
2019-09-02 07:44:00,Monday_71,fruit,Monday,07:44:00,7
2019-09-02 07:44:00,Monday_73,checkout,Monday,07:44:00,7
2019-09-02 07:44:00,Monday_75,dairy,Monday,07:44:00,7
2019-09-02 07:44:00,Monday_76,drinks,Monday,07:44:00,7
2019-09-02 07:44:00,Monday_77,fruit,Monday,07:44:00,7
2019-09-02 07:44:00,Monday_78,spices,Monday,07:44:00,7
2019-09-02 07:44:00,Monday_79,dairy,Monday,07:44:00,7
2019-09-02 07:45:00,Monday_64,checkout,Monday,07:45:00,7
2019-09-02 07:45:00,Monday_66,spices,Monday,07:45:00,7
2019-09-02 07:45:00,Monday_68,drinks,Monday,07:45:00,7
2019-09-02 07:45:00,Monday_72,drinks,Monday,07:45:00,7
2019-09-02 07:45:00,Monday_74,fruit,Monday,07:45:00,7
2019-09-02 07:45:00,Monday_75,drinks,Monday,07:45:00,7
2019-09-02 07:45:00,Monday_78,dairy,Monday,07:45:00,7
2019-09-02 07:46:00,Monday_63,drinks,Monday,07:46:00,7
2019-09-02 07:46:00,Monday_65,dairy,Monday,07:46:00,7
2019-09-02 07:46:00,Monday_67,drinks,Monday,07:46:00,7
2019-09-02 07:46:00,Monday_74,checkout,Monday,07:46:00,7
2019-09-02 07:47:00,Monday_65,checkout,Monday,07:47:00,7
2019-09-02 07:47:00,Monday_66,checkout,Monday,07:47:00,7
2019-09-02 07:47:00,Monday_70,checkout,Monday,07:47:00,7
2019-09-02 07:47:00,Monday_75,spices,Monday,07:47:00,7
2019-09-02 07:47:00,Monday_80,dairy,Monday,07:47:00,7
2019-09-02 07:47:00,Monday_81,drinks,Monday,07:47:00,7
2019-09-02 07:47:00,Monday_82,drinks,Monday,07:47:00,7
2019-09-02 07:47:00,Monday_83,fruit,Monday,07:47:00,7
2019-09-02 07:48:00,Monday_63,checkout,Monday,07:48:00,7
2019-09-02 07:48:00,Monday_67,checkout,Monday,07:48:00,7
2019-09-02 07:48:00,Monday_68,fruit,Monday,07:48:00,7
2019-09-02 07:48:00,Monday_75,drinks,Monday,07:48:00,7
2019-09-02 07:48:00,Monday_78,checkout,Monday,07:48:00,7
2019-09-02 07:48:00,Monday_80,drinks,Monday,07:48:00,7
2019-09-02 07:48:00,Monday_81,fruit,Monday,07:48:00,7
2019-09-02 07:48:00,Monday_83,dairy,Monday,07:48:00,7
2019-09-02 07:48:00,Monday_84,fruit,Monday,07:48:00,7
2019-09-02 07:48:00,Monday_85,drinks,Monday,07:48:00,7
2019-09-02 07:49:00,Monday_76,dairy,Monday,07:49:00,7
2019-09-02 07:49:00,Monday_81,checkout,Monday,07:49:00,7
2019-09-02 07:49:00,Monday_83,checkout,Monday,07:49:00,7
2019-09-02 07:49:00,Monday_85,spices,Monday,07:49:00,7
2019-09-02 07:49:00,Monday_86,spices,Monday,07:49:00,7
2019-09-02 07:49:00,Monday_87,drinks,Monday,07:49:00,7
2019-09-02 07:49:00,Monday_88,dairy,Monday,07:49:00,7
2019-09-02 07:49:00,Monday_89,drinks,Monday,07:49:00,7
2019-09-02 07:49:00,Monday_90,spices,Monday,07:49:00,7
2019-09-02 07:50:00,Monday_68,spices,Monday,07:50:00,7
2019-09-02 07:50:00,Monday_75,checkout,Monday,07:50:00,7
2019-09-02 07:50:00,Monday_76,drinks,Monday,07:50:00,7
2019-09-02 07:50:00,Monday_84,drinks,Monday,07:50:00,7
2019-09-02 07:50:00,Monday_85,checkout,Monday,07:50:00,7
2019-09-02 07:50:00,Monday_86,drinks,Monday,07:50:00,7
2019-09-02 07:50:00,Monday_87,checkout,Monday,07:50:00,7
2019-09-02 07:50:00,Monday_89,checkout,Monday,07:50:00,7
2019-09-02 07:50:00,Monday_90,checkout,Monday,07:50:00,7
2019-09-02 07:51:00,Monday_71,checkout,Monday,07:51:00,7
2019-09-02 07:51:00,Monday_76,checkout,Monday,07:51:00,7
2019-09-02 07:51:00,Monday_86,spices,Monday,07:51:00,7
2019-09-02 07:52:00,Monday_68,checkout,Monday,07:52:00,7
2019-09-02 07:52:00,Monday_72,checkout,Monday,07:52:00,7
2019-09-02 07:52:00,Monday_77,checkout,Monday,07:52:00,7
2019-09-02 07:52:00,Monday_82,checkout,Monday,07:52:00,7
2019-09-02 07:52:00,Monday_91,fruit,Monday,07:52:00,7
2019-09-02 07:52:00,Monday_92,dairy,Monday,07:52:00,7
2019-09-02 07:52:00,Monday_93,dairy,Monday,07:52:00,7
2019-09-02 07:52:00,Monday_94,drinks,Monday,07:52:00,7
2019-09-02 07:53:00,Monday_79,drinks,Monday,07:53:00,7
2019-09-02 07:53:00,Monday_80,spices,Monday,07:53:00,7
2019-09-02 07:53:00,Monday_86,fruit,Monday,07:53:00,7
2019-09-02 07:53:00,Monday_93,checkout,Monday,07:53:00,7
2019-09-02 07:53:00,Monday_94,dairy,Monday,07:53:00,7
2019-09-02 07:53:00,Monday_95,drinks,Monday,07:53:00,7
2019-09-02 07:53:00,Monday_96,dairy,Monday,07:53:00,7
2019-09-02 07:54:00,Monday_79,checkout,Monday,07:54:00,7
2019-09-02 07:54:00,Monday_80,dairy,Monday,07:54:00,7
2019-09-02 07:54:00,Monday_84,spices,Monday,07:54:00,7
2019-09-02 07:54:00,Monday_94,checkout,Monday,07:54:00,7
2019-09-02 07:54:00,Monday_96,checkout,Monday,07:54:00,7
2019-09-02 07:54:00,Monday_97,fruit,Monday,07:54:00,7
2019-09-02 07:55:00,Monday_45,checkout,Monday,07:55:00,7
2019-09-02 07:55:00,Monday_84,dairy,Monday,07:55:00,7
2019-09-02 07:55:00,Monday_86,dairy,Monday,07:55:00,7
2019-09-02 07:56:00,Monday_91,dairy,Monday,07:56:00,7
2019-09-02 07:56:00,Monday_98,dairy,Monday,07:56:00,7
2019-09-02 07:56:00,Monday_99,dairy,Monday,07:56:00,7
2019-09-02 07:56:00,Monday_100,drinks,Monday,07:56:00,7
2019-09-02 07:56:00,Monday_101,fruit,Monday,07:56:00,7
2019-09-02 07:56:00,Monday_102,dairy,Monday,07:56:00,7
2019-09-02 07:57:00,Monday_86,fruit,Monday,07:57:00,7
2019-09-02 07:57:00,Monday_88,checkout,Monday,07:57:00,7
2019-09-02 07:57:00,Monday_92,checkout,Monday,07:57:00,7
2019-09-02 07:57:00,Monday_95,fruit,Monday,07:57:00,7
2019-09-02 07:57:00,Monday_98,drinks,Monday,07:57:00,7
2019-09-02 07:58:00,Monday_98,fruit,Monday,07:58:00,7
2019-09-02 07:58:00,Monday_99,drinks,Monday,07:58:00,7
2019-09-02 07:59:00,Monday_80,fruit,Monday,07:59:00,7
2019-09-02 07:59:00,Monday_91,checkout,Monday,07:59:00,7
2019-09-02 07:59:00,Monday_98,drinks,Monday,07:59:00,7
2019-09-02 08:00:00,Monday_98,checkout,Monday,08:00:00,8
2019-09-02 08:00:00,Monday_99,spices,Monday,08:00:00,8
2019-09-02 08:00:00,Monday_101,checkout,Monday,08:00:00,8
2019-09-02 08:01:00,Monday_84,drinks,Monday,08:01:00,8
2019-09-02 08:01:00,Monday_86,spices,Monday,08:01:00,8
2019-09-02 08:01:00,Monday_97,checkout,Monday,08:01:00,8
2019-09-02 08:01:00,Monday_99,drinks,Monday,08:01:00,8
2019-09-02 08:01:00,Monday_102,checkout,Monday,08:01:00,8
2019-09-02 08:02:00,Monday_80,checkout,Monday,08:02:00,8
2019-09-02 08:02:00,Monday_84,checkout,Monday,08:02:00,8
2019-09-02 08:02:00,Monday_95,spices,Monday,08:02:00,8
2019-09-02 08:02:00,Monday_103,dairy,Monday,08:02:00,8
2019-09-02 08:02:00,Monday_104,fruit,Monday,08:02:00,8
2019-09-02 08:02:00,Monday_105,fruit,Monday,08:02:00,8
2019-09-02 08:03:00,Monday_95,dairy,Monday,08:03:00,8
2019-09-02 08:03:00,Monday_99,checkout,Monday,08:03:00,8
2019-09-02 08:03:00,Monday_100,checkout,Monday,08:03:00,8
2019-09-02 08:03:00,Monday_105,checkout,Monday,08:03:00,8
2019-09-02 08:03:00,Monday_106,drinks,Monday,08:03:00,8
2019-09-02 08:03:00,Monday_107,dairy,Monday,08:03:00,8
2019-09-02 08:03:00,Monday_108,fruit,Monday,08:03:00,8
2019-09-02 08:04:00,Monday_103,drinks,Monday,08:04:00,8
2019-09-02 08:04:00,Monday_106,spices,Monday,08:04:00,8
2019-09-02 08:05:00,Monday_86,dairy,Monday,08:05:00,8
2019-09-02 08:05:00,Monday_103,spices,Monday,08:05:00,8
2019-09-02 08:05:00,Monday_109,dairy,Monday,08:05:00,8
2019-09-02 08:05:00,Monday_110,spices,Monday,08:05:00,8
2019-09-02 08:06:00,Monday_86,drinks,Monday,08:06:00,8
2019-09-02 08:06:00,Monday_103,drinks,Monday,08:06:00,8
2019-09-02 08:06:00,Monday_106,checkout,Monday,08:06:00,8
2019-09-02 08:06:00,Monday_108,dairy,Monday,08:06:00,8
2019-09-02 08:06:00,Monday_111,fruit,Monday,08:06:00,8
2019-09-02 08:06:00,Monday_112,fruit,Monday,08:06:00,8
2019-09-02 08:06:00,Monday_113,dairy,Monday,08:06:00,8
2019-09-02 08:06:00,Monday_114,drinks,Monday,08:06:00,8
2019-09-02 08:07:00,Monday_86,fruit,Monday,08:07:00,8
2019-09-02 08:07:00,Monday_108,checkout,Monday,08:07:00,8
2019-09-02 08:07:00,Monday_112,dairy,Monday,08:07:00,8
2019-09-02 08:07:00,Monday_114,checkout,Monday,08:07:00,8
2019-09-02 08:07:00,Monday_115,fruit,Monday,08:07:00,8
2019-09-02 08:07:00,Monday_116,drinks,Monday,08:07:00,8
2019-09-02 08:08:00,Monday_103,checkout,Monday,08:08:00,8
2019-09-02 08:08:00,Monday_104,spices,Monday,08:08:00,8
2019-09-02 08:08:00,Monday_110,dairy,Monday,08:08:00,8
2019-09-02 08:08:00,Monday_113,drinks,Monday,08:08:00,8
2019-09-02 08:08:00,Monday_116,checkout,Monday,08:08:00,8
2019-09-02 08:09:00,Monday_86,drinks,Monday,08:09:00,8
2019-09-02 08:09:00,Monday_104,drinks,Monday,08:09:00,8
2019-09-02 08:09:00,Monday_113,fruit,Monday,08:09:00,8
2019-09-02 08:10:00,Monday_117,dairy,Monday,08:10:00,8
2019-09-02 08:10:00,Monday_118,fruit,Monday,08:10:00,8
2019-09-02 08:10:00,Monday_119,drinks,Monday,08:10:00,8
2019-09-02 08:11:00,Monday_104,spices,Monday,08:11:00,8
2019-09-02 08:11:00,Monday_110,checkout,Monday,08:11:00,8
2019-09-02 08:11:00,Monday_113,checkout,Monday,08:11:00,8
2019-09-02 08:11:00,Monday_119,checkout,Monday,08:11:00,8
2019-09-02 08:11:00,Monday_120,spices,Monday,08:11:00,8
2019-09-02 08:11:00,Monday_121,dairy,Monday,08:11:00,8
2019-09-02 08:11:00,Monday_122,dairy,Monday,08:11:00,8
2019-09-02 08:12:00,Monday_86,checkout,Monday,08:12:00,8
2019-09-02 08:12:00,Monday_104,dairy,Monday,08:12:00,8
2019-09-02 08:12:00,Monday_117,spices,Monday,08:12:00,8
2019-09-02 08:12:00,Monday_118,checkout,Monday,08:12:00,8
2019-09-02 08:13:00,Monday_111,dairy,Monday,08:13:00,8
2019-09-02 08:13:00,Monday_112,checkout,Monday,08:13:00,8
2019-09-02 08:13:00,Monday_123,drinks,Monday,08:13:00,8
2019-09-02 08:14:00,Monday_115,checkout,Monday,08:14:00,8
2019-09-02 08:14:00,Monday_120,dairy,Monday,08:14:00,8
2019-09-02 08:14:00,Monday_124,fruit,Monday,08:14:00,8
2019-09-02 08:14:00,Monday_125,fruit,Monday,08:14:00,8
2019-09-02 08:14:00,Monday_126,fruit,Monday,08:14:00,8
2019-09-02 08:15:00,Monday_104,fruit,Monday,08:15:00,8
2019-09-02 08:15:00,Monday_111,checkout,Monday,08:15:00,8
2019-09-02 08:15:00,Monday_120,checkout,Monday,08:15:00,8
2019-09-02 08:16:00,Monday_117,drinks,Monday,08:16:00,8
2019-09-02 08:16:00,Monday_121,checkout,Monday,08:16:00,8
2019-09-02 08:16:00,Monday_122,drinks,Monday,08:16:00,8
2019-09-02 08:16:00,Monday_124,checkout,Monday,08:16:00,8
2019-09-02 08:16:00,Monday_125,checkout,Monday,08:16:00,8
2019-09-02 08:16:00,Monday_127,spices,Monday,08:16:00,8
2019-09-02 08:16:00,Monday_128,fruit,Monday,08:16:00,8
2019-09-02 08:16:00,Monday_129,spices,Monday,08:16:00,8
2019-09-02 08:16:00,Monday_130,drinks,Monday,08:16:00,8
